id_persona;nombre;fecha_nacimiento;edad;genero;nacionalidad
802453352;Joseph Johnson;2005-01-04;;Femenino;Mexicano
888715883;Tyler Foster;1967-01-19;;Femenino;Colombiano
936446611;Paula Sheppard;1986-02-25;;Femenino;Peruano
360250262;Deborah Hernandez;1955-05-23;;Femenino;Mexicano
488888295;Heather Fisher;2002-06-13;;Femenino;Chileno
966761669;Cynthia Brewer;1969-06-17;;Masculino;Colombiano
920193748;Richard Wade;1980-09-25;;Femenino;Chileno
5495949;Kristina Schultz MD;1980-09-15;;Masculino;Mexicano
518549541;Felicia Mcknight;1973-07-04;;Femenino;Mexicano
933149540;John Anderson;1954-05-23;;Masculino;Colombiano
716556186;Jeremy Moore;1961-09-24;;Masculino;Chileno
220104391;Justin Gordon;1974-01-04;;Masculino;Chileno
928094385;Robert Esparza;1991-02-23;;Masculino;Mexicano
685283265;Nancy Lee;1965-11-22;;Femenino;Peruano
754931104;Gina Taylor;1975-07-04;;Femenino;Chileno
139339688;Kayla Lewis;1987-01-07;;Femenino;Mexicano
562936181;Walter Harris;1995-05-04;;Femenino;Argentino
269023683;Michael Malone;2002-05-29;;Femenino;Chileno
939308186;Justin Bell;1971-04-05;;Femenino;Colombiano
180453126;Lisa Castillo;1978-03-20;;Femenino;Mexicano
102715296;Lindsey Coleman;1957-11-30;;Femenino;Colombiano
806638084;Pam Alvarez;1961-06-08;;Masculino;Chileno
70011686;Jennifer Gregory;2002-02-21;;Femenino;Colombiano
200949828;Tim Brown;1972-04-13;;Masculino;Mexicano
330747029;Diana Larsen;1999-04-15;;Masculino;Chileno
877578687;Lynn Joseph;1968-10-14;;Masculino;Mexicano
907672346;Jerry Robinson;2003-07-07;;Femenino;Chileno
196234214;Sarah Walsh;1976-08-08;;Femenino;Peruano
81449137;Thomas Yang;1991-03-06;;Femenino;Chileno
694584115;Robert Cummings;1954-06-25;;Masculino;Peruano
67616885;Ryan Parker;1980-10-19;;Femenino;Peruano
318069593;Belinda Collins;1998-07-10;;Masculino;Mexicano
787086686;Margaret Ray;1961-11-01;;Masculino;Chileno
508490343;Eric Hampton;2004-09-07;;Masculino;Colombiano
622533496;Wendy Johnson;1990-10-31;;Masculino;Argentino
380260952;Robert Juarez;1997-09-15;;Masculino;Peruano
6901171;Katherine West;1998-05-31;;Femenino;Chileno
625327551;David Foster;1959-09-19;;Femenino;Argentino
433096085;David Bell;1975-09-04;;Femenino;Chileno
686020995;Jane Jenkins;1960-07-12;;Femenino;Peruano
728712683;Charlene Roberson;1963-05-30;;Femenino;Mexicano
959318203;Lance Farmer;2003-02-14;;Femenino;Argentino
183077877;Deborah Adams;1956-09-22;;Femenino;Mexicano
793648453;Sonia Wright;1969-11-11;;Masculino;Peruano
870468643;Mary Price;1965-04-11;;Femenino;Chileno
461226495;Lisa Cortez;1976-07-03;;Femenino;Argentino
290730248;Paul Anderson;1966-08-27;;Masculino;Chileno
623300071;Michael Sosa;1977-11-13;;Femenino;Colombiano
506189974;Dr. Jordan Schmidt;1978-08-19;;Masculino;Mexicano
393596424;Gregory Vargas;1988-09-05;;Femenino;Colombiano
503649781;Joshua Campbell;1981-03-26;;Masculino;Peruano
660048310;Lisa Morris;1970-05-15;;Masculino;Colombiano
276520482;Michael Lopez;1985-04-28;;Femenino;Argentino
473822702;Philip Caldwell;1985-09-27;;Femenino;Peruano
76811830;Michael Barrett;1986-11-18;;Femenino;Chileno
344819178;Linda Elliott;1967-01-18;;Femenino;Mexicano
191029484;Jonathan Anderson;1984-11-30;;Femenino;Peruano
438687893;John Jones;1967-03-13;;Femenino;Mexicano
374519192;Dakota Smith;1991-10-30;;Masculino;Colombiano
212491554;Diane Decker;2005-10-08;;Femenino;Chileno
621540350;Jessica Price;1991-01-13;;Femenino;Peruano
313150143;Nicole Rogers;1988-01-11;;Femenino;Argentino
472904992;Richard Anderson;1959-09-14;;Masculino;Peruano
820989195;Sarah Nelson;1977-03-03;;Masculino;Peruano
294072345;John Williams;1980-08-19;;Femenino;Chileno
59225678;Theresa Anderson;1955-03-10;;Masculino;Chileno
751626994;Christine Stout;1966-01-18;;Femenino;Argentino
528582799;John Montes;2003-01-06;;Masculino;Colombiano
531579297;Dwayne Allen;2000-09-10;;Masculino;Colombiano
4133174;Kristin Herrera;1958-10-15;;Femenino;Chileno
737050391;Justin Anderson;1968-05-12;;Femenino;Chileno
409339866;Brian Bridges;1975-09-23;;Masculino;Argentino
944120772;Adam Patel;2005-02-09;;Masculino;Argentino
928034299;Alyssa Cross;1982-09-23;;Femenino;Argentino
25683563;Alicia Herrera;1964-03-26;;Masculino;Chileno
810112197;Vanessa Hardy;1986-04-09;;Masculino;Argentino
855118758;Kathy Lowe;1998-10-11;;Femenino;Chileno
67852576;Charles Tate;1984-01-29;;Masculino;Chileno
822568363;Chad Rodriguez;1974-12-14;;Femenino;Peruano
102394108;John Frederick;1977-09-19;;Masculino;Colombiano
984178062;Audrey Barnett;1998-10-08;;Femenino;Mexicano
634869512;Patrick Ruiz;2000-05-27;;Masculino;Colombiano
856777755;Dr. Stacy Orozco;1959-07-25;;Femenino;Peruano
859819602;John Johnson;2006-05-10;;Masculino;Colombiano
546615899;Cynthia Snyder;1986-04-11;;Masculino;Mexicano
81661781;Charles Myers;2005-08-08;;Masculino;Colombiano
622908073;Raymond Kelly;1997-09-29;;Masculino;Mexicano
982837043;Corey Davis;2002-08-16;;Masculino;Argentino
546258157;Danielle Stark;1994-11-10;;Masculino;Argentino
767157973;Kevin Hall;1962-11-28;;Femenino;Peruano
458926800;Larry Johnson;1992-04-22;;Masculino;Argentino
477099119;Joe Miller;1997-03-11;;Femenino;Colombiano
657553385;Terry Raymond;1996-09-15;;Masculino;Chileno
927889777;Michael Carpenter;1985-12-09;;Femenino;Argentino
876271533;Alyssa Burgess;1997-10-18;;Masculino;Colombiano
984896725;Ashley Alvarez;2004-11-08;;Masculino;Argentino
993615555;Mary Simpson;1979-07-17;;Masculino;Chileno
898077594;Christopher Hammond;1987-01-19;;Femenino;Chileno
590764174;Michael Miller;1995-01-02;;Masculino;Chileno
937042898;David Campos;1966-06-10;;Masculino;Argentino
907892684;Steven Wright;1968-09-04;;Masculino;Mexicano
633269759;Jasmine Dodson;1985-06-08;;Femenino;Colombiano
678353013;Alicia Payne;1984-02-03;;Masculino;Mexicano
981870291;Brent Horn;1960-04-05;;Femenino;Chileno
121832081;Ryan Haney;1996-12-05;;Masculino;Peruano
353118240;Erica Baxter;1987-06-13;;Femenino;Colombiano
418165966;Brian Rose;1971-04-28;;Masculino;Colombiano
997277280;Brittany Murphy;1975-10-17;;Femenino;Colombiano
914390974;Thomas Ballard;1981-08-13;;Masculino;Argentino
676949981;Tammy Johnson;1971-01-03;;Masculino;Mexicano
644402291;Justin Turner;2005-04-28;;Masculino;Colombiano
519863312;Dr. Susan Thompson MD;1975-02-21;;Femenino;Colombiano
63127790;Erin Silva;1978-06-21;;Masculino;Colombiano
933137726;David Murillo;1998-12-19;;Femenino;Peruano
881952375;Carolyn Perry;1970-07-01;;Femenino;Colombiano
687595196;Donna Cunningham;1966-04-29;;Masculino;Chileno
117645287;Nicholas Smith;1976-09-02;;Femenino;Peruano
450394426;Joshua Garcia;2004-03-10;;Masculino;Peruano
575053016;Jason Alvarez;1971-06-20;;Masculino;Chileno
573717219;Sarah Yoder;2004-07-03;;Femenino;Chileno
602465452;Dr. Benjamin Flowers;1957-05-19;;Femenino;Mexicano
55766392;Shirley Armstrong;2004-10-11;;Femenino;Peruano
618235821;Joshua Moreno;1991-07-10;;Femenino;Peruano
314107964;Lauren Stewart;1994-06-04;;Femenino;Colombiano
538237828;Stephen Fisher;1983-05-30;;Femenino;Peruano
335442594;Patricia Moore;1982-08-31;;Femenino;Chileno
775695348;Paige Floyd;1970-02-01;;Masculino;Colombiano
900004540;John Burton;1988-08-23;;Femenino;Colombiano
953843141;Christine Johnson;1998-12-23;;Masculino;Mexicano
283836992;Shannon Clayton;1979-11-19;;Masculino;Chileno
983517332;Anthony Murphy;1973-10-29;;Femenino;Argentino
525530739;Alexandra Brown;1987-07-29;;Masculino;Peruano
591167065;Christina Vasquez;1987-11-02;;Masculino;Mexicano
202213419;Sheri Ramirez;2002-08-28;;Masculino;Peruano
403453975;Sara Patterson;1987-09-03;;Femenino;Peruano
776060327;Aaron Powell;1958-02-13;;Femenino;Mexicano
595292528;Michele Alvarez;1977-09-23;;Masculino;Argentino
888412282;Mary Delacruz;1955-06-09;;Masculino;Mexicano
159137201;Bobby Anderson;1974-06-02;;Masculino;Peruano
61863689;Tim Sanders;1989-03-13;;Femenino;Mexicano
175695104;Marcus Guerra;1971-11-29;;Femenino;Peruano
68833312;Joshua Jones;1973-08-20;;Femenino;Mexicano
41957446;Bryan Robles;2001-01-08;;Femenino;Argentino
768239914;John Allen;1956-06-26;;Masculino;Colombiano
468482361;Dawn Ward;1968-12-14;;Masculino;Mexicano
875519062;Frank Weiss;1969-08-06;;Masculino;Colombiano
394940342;Gregory Griffith;1989-11-23;;Masculino;Chileno
841565302;David Mccormick;1973-04-12;;Femenino;Chileno
602396687;Kevin Smith;1979-07-27;;Masculino;Peruano
424656118;Marie Clark;2004-05-23;;Femenino;Colombiano
308476235;Andrew Lewis;1990-11-12;;Masculino;Chileno
756023678;Jonathan Williams;1958-02-27;;Femenino;Argentino
225454010;Kristina Horton;1988-04-10;;Masculino;Colombiano
624318137;Krista Morrison;1994-11-10;;Masculino;Colombiano
582189403;Tracey Leonard;1998-06-07;;Femenino;Argentino
14356984;James Bennett;1965-10-27;;Masculino;Argentino
629241266;Dakota Hayes;1973-05-06;;Masculino;Mexicano
841807057;Natalie Flores;1959-01-02;;Masculino;Mexicano
243098343;Suzanne Walker;1964-11-24;;Masculino;Peruano
70182670;Tracy Mccarthy;1983-07-10;;Femenino;Chileno
714510938;Melissa Gibson;1975-06-05;;Femenino;Peruano
358224447;Daniel White;1987-01-28;;Femenino;Colombiano
701498237;Christopher Horne;2002-10-25;;Masculino;Peruano
500203068;Eric Gardner;1976-10-11;;Femenino;Mexicano
413713235;Sharon Holland;1959-12-11;;Masculino;Chileno
11333696;Destiny Dunlap;1962-03-15;;Masculino;Mexicano
101065462;David Wilson;1991-08-24;;Masculino;Colombiano
128982057;Heather Mckee;2004-07-27;;Masculino;Peruano
385590408;Jessica Henry;2002-04-03;;Femenino;Argentino
768032862;Jacob Richards;1964-03-18;;Femenino;Colombiano
711364096;Steven Brown;1962-07-19;;Femenino;Colombiano
962196713;Janet Johnson;1979-08-09;;Femenino;Argentino
979395547;Matthew Flores;1992-07-10;;Masculino;Argentino
160551711;Mark George;1989-06-17;;Masculino;Argentino
782471184;Ernest Fischer;1984-11-26;;Masculino;Argentino
654177270;Troy Rowe;1983-11-04;;Masculino;Mexicano
403324602;Gary Mccall;2005-10-29;;Masculino;Colombiano
243737510;Nicole Murray;1981-03-04;;Masculino;Argentino
850902029;Steven Welch;1984-12-11;;Masculino;Argentino
671073444;Todd Acevedo;1986-06-03;;Femenino;Colombiano
545821023;Patricia Johnson;1962-06-25;;Masculino;Colombiano
638974613;Jennifer Rodriguez;1963-06-16;;Masculino;Peruano
765648158;Kristina Roberts;1995-12-09;;Femenino;Chileno
913146575;Jesse Carter;1989-05-06;;Femenino;Argentino
125614108;John Powers MD;1981-05-10;;Masculino;Chileno
846860885;Stacy Mcdaniel;1995-07-15;;Femenino;Chileno
309147892;James Mullen;1956-05-03;;Femenino;Chileno
548274661;Beth Sullivan;1982-11-12;;Femenino;Argentino
843583421;Robert Evans;1959-05-21;;Femenino;Peruano
814418851;Charles Yang;1961-07-16;;Masculino;Mexicano
500106884;Catherine Walker;1977-09-10;;Masculino;Peruano
399518381;Kristen Lee;1995-03-24;;Femenino;Mexicano
164478723;Joseph Mcintyre;1970-11-02;;Masculino;Peruano
883303546;Shannon Robinson;1971-05-27;;Femenino;Peruano
9930138;Christina Parker;1958-01-25;;Femenino;Chileno
886311977;Virginia Fields;1967-10-26;;Masculino;Peruano
100961521;Tina Young;1970-08-31;;Masculino;Peruano
189884594;Emily Meza;1967-12-04;;Masculino;Peruano
18439512;Luis Johnson;2000-03-17;;Masculino;Mexicano
881739648;John Anderson;2002-02-02;;Femenino;Colombiano
284424688;Christina Wong;1982-11-04;;Masculino;Argentino
41567438;Sheri King;1958-06-25;;Femenino;Colombiano
277512196;Sharon Vega;1982-09-07;;Masculino;Colombiano
957533748;Jacob Thompson;2000-10-16;;Masculino;Mexicano
888962950;Tanya Kirby;1971-08-07;;Masculino;Argentino
636942486;Tony Martin;1956-01-30;;Femenino;Peruano
150048614;Nicholas Carroll;1999-12-29;;Masculino;Colombiano
709743770;Jasmine Wallace;1966-03-10;;Femenino;Colombiano
985141544;Elizabeth Russell;1988-12-23;;Masculino;Chileno
835788513;Travis Graham;1987-01-11;;Femenino;Colombiano
881647102;Dr. Jacqueline Acosta;2003-04-04;;Femenino;Colombiano
296941346;Donald Wilson;2002-01-29;;Masculino;Argentino
910103159;Scott Davis;1982-01-08;;Femenino;Colombiano
13575917;James Allen;1990-02-07;;Femenino;Peruano
664926461;Sara Jordan;1992-12-31;;Masculino;Argentino
371487207;Chad Perez;1991-08-04;;Femenino;Peruano
874299076;David Munoz;2006-10-16;;Masculino;Peruano
203280509;Erica Holmes;1977-08-09;;Femenino;Chileno
78737008;Sharon Arnold;1979-11-17;;Masculino;Peruano
507192436;Nicole Berry;1999-07-10;;Masculino;Argentino
125725879;Gregory Rogers;2005-07-18;;Femenino;Argentino
730548582;Kevin Barnes;1979-08-28;;Masculino;Chileno
323134295;David Knight;1966-09-26;;Masculino;Chileno
792986646;Nichole Fuller;2000-11-09;;Femenino;Peruano
185482370;Steven Vega;1964-08-19;;Femenino;Peruano
952721141;Melissa Black;2002-12-14;;Masculino;Peruano
336583670;Heather Brock;1968-07-21;;Masculino;Argentino
139715693;Steven Rhodes;1958-04-05;;Femenino;Peruano
907325338;Charles Fowler;1962-01-26;;Masculino;Mexicano
353684331;James Andrews;1978-12-20;;Femenino;Mexicano
971927724;Kenneth Newton;1987-02-05;;Masculino;Colombiano
627579471;Caleb Jordan;1982-10-19;;Femenino;Colombiano
703938932;Ariel Bell;1980-05-25;;Femenino;Argentino
35265590;Denise Anderson;1980-10-23;;Femenino;Peruano
493545599;Brandon Price;1992-06-15;;Femenino;Peruano
944929241;Jorge Johnson;1980-06-06;;Femenino;Chileno
626016529;Daisy Davies;1963-09-15;;Masculino;Peruano
522065672;Christopher Weiss;1970-01-09;;Masculino;Mexicano
357928944;Tracy Stephenson;1995-02-07;;Femenino;Colombiano
658200965;Ashley Martinez;1968-10-24;;Femenino;Chileno
220598281;David Smith;1984-07-29;;Masculino;Peruano
248983911;Timothy Welch;1985-12-04;;Masculino;Peruano
34385541;James Robinson;1978-06-18;;Masculino;Chileno
423661263;Julie Waller;1955-09-27;;Femenino;Colombiano
171015071;Randy Davis;1982-10-04;;Masculino;Colombiano
807985746;Whitney Barnes;1971-09-23;;Masculino;Colombiano
189280934;Christine Miller;1961-08-16;;Femenino;Mexicano
541473197;Tony Booker;1992-05-03;;Masculino;Peruano
32272673;Tamara Mckenzie;1973-03-21;;Femenino;Colombiano
175300913;Joshua Greene;1962-03-28;;Femenino;Colombiano
743614155;Lauren Welch;1975-05-22;;Femenino;Peruano
84299228;Lisa Novak;1971-06-05;;Masculino;Peruano
145779365;Howard Armstrong;1977-08-29;;Masculino;Argentino
720254671;Theresa Johnson;1999-03-13;;Femenino;Mexicano
594127417;Michael Montoya;1994-12-13;;Masculino;Argentino
215121709;Tammy Miller;1963-09-25;;Femenino;Chileno
852531429;Bobby Ewing;1956-03-05;;Masculino;Peruano
808165372;Andres Case;1999-12-10;;Masculino;Chileno
858236663;Andrea Phillips;1991-07-06;;Femenino;Chileno
302752470;Kayla Wilson;1955-12-19;;Masculino;Chileno
162762481;Nancy King;1991-10-30;;Masculino;Chileno
24025946;Joseph Wright;1955-06-29;;Femenino;Peruano
843025030;Belinda Long;1954-07-25;;Femenino;Mexicano
525949345;Mr. Brandon Hart;1980-11-30;;Masculino;Colombiano
106869191;Scott Craig;2002-11-06;;Masculino;Argentino
733555186;Michael Page;1993-04-10;;Femenino;Colombiano
785008011;Mark Church;1962-09-22;;Femenino;Argentino
456911584;Andrew Bell;1954-08-03;;Femenino;Peruano
384377017;David Maynard;1992-01-30;;Femenino;Mexicano
711895442;Audrey Trujillo;1988-01-22;;Femenino;Argentino
785154907;Gina Gomez;1993-02-02;;Masculino;Mexicano
603816071;Samantha Finley;1976-07-14;;Femenino;Colombiano
962181845;Brittany White;1985-06-17;;Masculino;Colombiano
353764042;Timothy Murphy;1987-12-06;;Femenino;Mexicano
719868563;Cody Zavala;1978-06-28;;Masculino;Mexicano
298446631;Roy West;1980-12-12;;Femenino;Chileno
251397008;Damon Fischer;1985-04-22;;Masculino;Mexicano
677545048;Samuel Lynn;1973-01-27;;Femenino;Chileno
215611221;Leslie Cook;1996-11-26;;Femenino;Peruano
842659634;Kenneth Williams;2003-09-14;;Masculino;Argentino
576347481;Taylor Rodriguez;2006-03-19;;Femenino;Colombiano
48909662;Kevin Compton;1965-06-08;;Femenino;Colombiano
368083356;John Foster;2005-11-10;;Femenino;Colombiano
792690655;David Hunt;2002-04-29;;Femenino;Chileno
654750685;Christopher Moore;1970-04-21;;Masculino;Chileno
7859822;Adrian Keller;2003-10-26;;Masculino;Mexicano
541834557;Roberta Carter;2000-10-19;;Femenino;Mexicano
279906134;Justin Shaffer;1966-01-24;;Masculino;Chileno
472625156;John Taylor;1968-09-16;;Masculino;Peruano
89096457;Michelle Knight;1959-02-15;;Femenino;Chileno
450294644;Carla Smith;1961-11-29;;Femenino;Colombiano
442732856;Jessica Ramos;2000-06-26;;Masculino;Colombiano
856194191;Carol Wagner;2002-08-20;;Masculino;Colombiano
541802690;Angela Horton;1983-08-09;;Femenino;Peruano
102012941;Jocelyn Salazar;1992-11-14;;Masculino;Mexicano
372890524;Emily Robertson;2000-04-01;;Masculino;Chileno
709438817;Amber Howe;1982-09-02;;Masculino;Chileno
648505575;Carrie Monroe;1967-10-27;;Femenino;Argentino
274416180;Daniel Richmond;1992-06-21;;Femenino;Argentino
858622877;Corey Stevens;1986-04-09;;Femenino;Chileno
228493974;Juan Mason;1954-11-07;;Femenino;Peruano
724197924;John Powell;1959-10-29;;Masculino;Argentino
816913953;Miranda Henderson;1985-02-14;;Femenino;Colombiano
247704476;Anthony Carr;1973-11-14;;Femenino;Mexicano
510385970;Nicole Chen;1978-09-07;;Masculino;Argentino
929380873;Destiny Jackson;1977-10-05;;Masculino;Chileno
190024929;Joel Oliver;1995-10-27;;Masculino;Peruano
942096004;Sydney Figueroa;1999-11-18;;Masculino;Colombiano
220783361;Shawn Williams;1973-05-02;;Femenino;Chileno
691695211;Anthony Edwards;1996-08-25;;Masculino;Mexicano
493488313;Wendy Choi;1960-04-21;;Femenino;Peruano
898330728;Marie Campbell;1960-04-22;;Femenino;Argentino
85425069;Jeffrey Scott;1957-05-08;;Masculino;Argentino
963962326;Jacqueline Wilson;1989-05-26;;Femenino;Mexicano
656353619;Kathryn Wright;1983-07-23;;Masculino;Chileno
86670770;Andrew Lambert;1980-07-27;;Masculino;Colombiano
198921658;Susan Jones;1962-02-09;;Femenino;Mexicano
420589613;Barbara Bright;1972-04-21;;Masculino;Argentino
433352029;Stephanie Taylor;1986-11-08;;Femenino;Mexicano
929944219;Harold Boone;1979-12-30;;Masculino;Argentino
2091082;Dana Peters;1956-11-15;;Masculino;Argentino
983028766;Christina Michael;1987-04-27;;Femenino;Colombiano
172603960;Corey Allen;1996-03-21;;Femenino;Peruano
650840131;Tina Villarreal;1993-08-20;;Femenino;Peruano
